listing_id,complex_name,address,price_total,bedrooms,baths,sqft,lat,lon,description,amenities,pets_allowed,has_parking,laundry_type,post_date,url
cl_7916664814,"Courtyard, 2/bd, Located in Davis","911 Pennsylvania Pl, Davis, CA 95616",2095,2,2,900,38.551517,-121.739332,"Bedrooms: 2 Bathrooms: 1 Square Feet: 900 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: Swimming Pool 2 Blocks from downtown Davis Located on L Bus line Courtyard Hot Water Stove and Refrigerators in all homes 1 &2 Bedrooms w/ one bath On-Site Maintenance Public Transportation Close to Campus Free WIFI Laundry Facilities Call: show contact info For more information, visit us at: https://livewithismrem.com/l2ci6jwi/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 2BR / 1Ba, 900ft2",TRUE,TRUE,on-site,2026-02-21T10:11:45-0800,https://sacramento.craigslist.org/apa/d/davis-courtyard-bd-located-in-davis/7916664814.html
cl_7919604105,Charming 2 BR with Lush Green Surroundings,"920 Cranbrook Ct., Davis, CA 95616",2050,2,1,800,38.559577,-121.741559,"Pinecrest Apartments 920 Cranbrook Ct., Davis, CA, 95616 Follow The Link Below: https://firstpointmanagementgroup.com/g1pk75 Call Now - show contact info x 31 The Epicenter of Luxury & Convenience 2 Bedroom, 1 Bath | Approximately 800 Sq. Ft. Community Info: Location, Lifestyle, and Quality Living - It All Begins Here The ultimate highlight might just be the unbeatable location, where vibrant downtown energy surrounds you. Enjoy seamless access to local favorites, from shopping at Oak Tree Plaza to peaceful strolls through the UC Davis Arboretum and Public Garden. Outdoor enthusiasts and cyclists alike will appreciate being just steps from the scenic bike trail along E Covell Boulevard. This is where convenience and connection come together effortlessly. Unit Highlights ✧ Microwave ✧ Large Closets ✧ Dishwasher ✧ Harwood Inspired Flooring ✧ Ceiling Fan ✧ Air Conditioner ✧ Kitchen Pantry ✧ Refrigerator Community Highlights ✧ Fitness Center ✧ Available 24/7 ✧ Online Resident Portal ✧ Near Bike Path ✧ On-Site Management ✧ Near Public Transportation ✧ Laundry Facilities ✧ BBQ/Picnic Area ✧ On-Site Maintenance ✧ Sparkling Pool Office Hours Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Pet Policy Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 (1st pet), $250 (2nd pet) Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Equal Housing Opportunity aYJvhw6QP","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 2BR / 1Ba, 800ft2",TRUE,TRUE,on-site,2026-03-06T17:02:15-0800,https://sacramento.craigslist.org/apa/d/davis-charming-br-with-lush-green/7919604105.html
cl_7919127164,"On-Site Maintenance, Located on L Bus line, Courtyard","911 Pennsylvania Pl, Davis, CA 95616",2095,2,2,900,38.551517,-121.739332,"Bedrooms: 2 Bathrooms: 1 Square Feet: 900 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: Close to Campus Laundry Facilities Within Walking Distance of Davis Food Co-op 2 Blocks from downtown Davis Located on L Bus line Hot Water On-Site Maintenance Free WIFI Stove and Refrigerators in all homes 1 &2 Bedrooms w/ one bath BBQ/Picnic Area Public Transportation Call: show contact info For more information, visit us at: https://livewithismrem.com/am6l22b3/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 2BR / 1Ba, 900ft2",TRUE,TRUE,on-site,2026-03-04T15:05:43-0800,https://sacramento.craigslist.org/apa/d/davis-on-site-maintenance-located-on/7919127164.html
cl_7919581932,"Located in Davis, 1/BD 1/BA, Swimming Pool","911 Pennsylvania Pl, Davis, CA 95616",1820,1,1,630,38.551517,-121.739332,"Bedrooms: 1 Bathrooms: 1 Square Feet: 630 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: Located on L Bus line 1 &2 Bedrooms w/ one bath Hot Water Swimming Pool Courtyard Within Walking Distance of Davis Food Co-op BBQ/Picnic Area Off Street Parking Public Transportation 2 Blocks from downtown Davis Close to Campus Free WIFI Call: show contact info For more information, visit us at: https://livewithismrem.com/yjqeoq4r/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 1BR / 1Ba, 630ft2",TRUE,TRUE,on-site,2026-03-06T15:03:21-0800,https://sacramento.craigslist.org/apa/d/davis-located-in-davis-bd-ba-swimming/7919581932.html
cl_7919573081,Spacious  Apartment with Hardwood Inspired Floors,"920 Cranbrook Ct., Davis, CA 95616",1925,1,1,600,38.559577,-121.741559,"Pinecrest Apartments 920 Cranbrook Ct., Davis, CA, 95616 Call Now - show contact info x 30 Want more info? See the link below: https://firstpointmanagementgroup.com/pexy93 The Epicenter of Luxury & Convenience 1 bedroom | 1 bath | 600 square feet Features ✓ Ceiling Fan ✓ Harwood Inspired Flooring ✓ Large Closets ✓ Air Conditioner ✓ Dishwasher ✓ Kitchen Pantry ✓ Refrigerator ✓ Microwave Community Features ✓ Fitness Center ✓ BBQ/Picnic Area ✓ On-Site Management ✓ Near Bike Path ✓ Online Resident Portal ✓ Sparkling Pool ✓ Near Public Transportation ✓ Available 24/7 ✓ On-Site Maintenance ✓ Laundry Facilities Community Info Location, Lifestyle, and Quality Living - It All Begins Here The ultimate highlight might just be the unbeatable location, where vibrant downtown energy surrounds you. Enjoy seamless access to local favorites, from shopping at Oak Tree Plaza to peaceful strolls through the UC Davis Arboretum and Public Garden. Outdoor enthusiasts and cyclists alike will appreciate being just steps from the scenic bike trail along E Covell Boulevard. This is where convenience and connection come together effortlessly. Pet Policy Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 (1st pet), $250 (2nd pet) Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Office Hours Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Equal Housing Opportunity 1COE9bRFJx","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 1BR / 1Ba, 600ft2",TRUE,TRUE,on-site,2026-03-06T14:23:07-0800,https://sacramento.craigslist.org/apa/d/davis-spacious-apartment-with-hardwood/7919573081.html
cl_7919575416,Luxurious 1 BR/1 BA Haven with Private Patio and BBQ Area,"3000 Lillard Drive, Davis, CA 95618",1735,1,1,675,38.543282,-121.714159,"Beds: 1 Baths: 1 Square Feet: 675 Use this link for more info: https://firstpointmanagementgroup.com/s75pa6 The Ultimate Davis Location For Living Call Now - show contact info x 234 Community Info Discover spacious floor plans, top-tier amenities, and a connected address that offers the best of both nature and city living. Tree-lined streets lead to a resort-style community with a pool, game lounge, running path, and more-everything you've been looking for, and then some. Residence Features ✩ Built-in Dining Table ✩ Private Patio or Balcony ✩ Vaulted Ceilings [ 1 ] ✩ Dishwasher ✩ Washer/Dryer in Select Homes ✩ Wood Inspired Flooring ✩ Refrigerator ✩ Cable Ready ✩ Central Heat and Air ✩ Granite Countertops [ 1 ] 1. Only available in select apartments Community Features ✩ Courtyard ✩ Pet-Friendly Community ✩ Car Washing Area ✩ High Speed Wireless Internet ✩ Study Lounge ✩ On-Site Management ✩ 1/2 Mile Running Path ✩ 24-Hour Fitness Center ✩ Near Public Transportation ✩ Business Center ✩ On-Site Maintenance ✩ Concierge ✩ BBQ/Picnic Area ✩ Online Resident Portal ✩ Pool Pet Policy Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Equal Housing Opportunity 9ZgjHibpoHb3","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, w/d in unit, furnished, off-street parking, air conditioning, EV charging, 1BR / 1Ba, 675ft2",TRUE,TRUE,in-unit,2026-03-06T14:31:45-0800,https://sacramento.craigslist.org/apa/d/davis-luxurious-br-ba-haven-with/7919575416.html
cl_7917626481,Davis Condo (Wildhorse),"1818 Moore Blvd, Davis, CA 95618",2500,2,2,1353,38.571173,-121.726978,"Carla Morgan | show contact info 1818 Moore Blvd 124, Davis, CA 95618 Condo $2,500 Bedrooms: 2 Bathrooms: 2 full Year Built: 2006 Sq Footage: 1353 County: Yolo DESCRIPTION Two Bedroom, Two Bathroom condo located in Wildhorse Condominium Association. This is a single level open floorplan with family room, dining room, granite countertops, CH&A, refrigerator, microwave, smooth top stove, washer and dryer. This condo backs up to the 11th hole of the Wildhorse golf course and is close to public transportation, shopping, and parks. The complex features pool and jacuzzi, community garden, and access to Clubhouse. This condo will be available March 1st. FEATURES Garage: 1 car Heating/Cooling: Central School District: Davis Unified Security Deposit: $3000 Tenant Pays: PG&E, Cable, Internet, Water, Owner pays: HOA Yard Maintenance: HOA's Responsibility Pool: Community Pool Jacuzzi: Community Jacuzzi Clubhouse: Community Clubhouse Garden: Community Garden Walking and Biking Score: https://walk.sc/3eKS8Qt CONTACT INFO Carla Morgan - CYA Property Management - DRE 00999143 show contact info","available now, application fee details:, $50.00 per application, each adult must apply., broker fee details:, Application Fee, listed by:, CYA Property Management Corporation 02074470, rent period:, monthly, condo, w/d in unit, attached garage, no smoking, air conditioning, 2BR / 2Ba, 1353ft2",FALSE,FALSE,in-unit,2026-02-25T18:11:33-0800,https://sacramento.craigslist.org/apa/d/davis-davis-condo-wildhorse/7917626481.html
cl_7919112393,"Courtyard, Hot Water, 1/bd 1/ba","911 Pennsylvania Pl, Davis, CA 95616",1820,1,1,630,38.551517,-121.739332,"Bedrooms: 1 Bathrooms: 1 Square Feet: 630 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: 1 &2 Bedrooms w/ one bath Laundry Facilities Courtyard Hot Water Swimming Pool Free WIFI 2 Blocks from downtown Davis On-Site Maintenance Off Street Parking BBQ/Picnic Area Public Transportation Within Walking Distance of Davis Food Co-op Call: show contact info For more information, visit us at: https://livewithismrem.com/z7zr3ywg/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 1BR / 1Ba, 630ft2",TRUE,TRUE,on-site,2026-03-04T14:02:53-0800,https://sacramento.craigslist.org/apa/d/davis-courtyard-hot-water-bd-ba/7919112393.html
cl_7917562938,"Public Transportation, 1/BD, Located in Davis","911 Pennsylvania Pl, Davis, CA 95616",1820,1,1,630,38.551517,-121.739332,"Bedrooms: 1 Bathrooms: 1 Square Feet: 630 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: BBQ/Picnic Area Laundry Facilities 2 Blocks from downtown Davis On-Site Maintenance Located on L Bus line Close to Campus Swimming Pool Hot Water Public Transportation Within Walking Distance of Davis Food Co-op Courtyard 1 &2 Bedrooms w/ one bath Call: show contact info For more information, visit us at: https://livewithismrem.com/mptzu2fz/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 1BR / 1Ba, 630ft2",TRUE,TRUE,on-site,2026-02-25T13:10:32-0800,https://sacramento.craigslist.org/apa/d/davis-public-transportation-bd-located/7917562938.html
cl_7919555046,Pet-Lovers Paradise! Spacious 2 BR  Steps from Running Path,"3000 Lillard Drive, Davis, CA 95618",2080,2,2,837,38.543282,-121.714159,"Renaissance Park Apartments 3000 Lillard Drive, Davis, CA, 95618 See our property details here: https://firstpointmanagementgroup.com/y5et95 Call Now - show contact info x 233 The Ultimate Davis Location For Living 2 Bedroom, 2 Bath | Approximately 837 Sq. Ft. Community Info: Discover spacious floor plans, top-tier amenities, and a connected address that offers the best of both nature and city living. Tree-lined streets lead to a resort-style community with a pool, game lounge, running path, and more-everything you've been looking for, and then some. Unit Highlights ✧ Cable Ready ✧ Central Heat and Air ✧ Built-in Dining Table ✧ Granite Countertops [ 1 ] ✧ Washer/Dryer in Select Homes ✧ Vaulted Ceilings [ 1 ] ✧ Private Patio or Balcony ✧ Refrigerator ✧ Dishwasher ✧ Wood Inspired Flooring 1. Only available in select apartments Community Highlights ✧ Near Public Transportation ✧ Pool ✧ High Speed Wireless Internet ✧ Business Center ✧ On-Site Management ✧ Pet-Friendly Community ✧ Online Resident Portal ✧ Study Lounge ✧ 24-Hour Fitness Center ✧ On-Site Maintenance ✧ Concierge ✧ 1/2 Mile Running Path ✧ Car Washing Area ✧ Courtyard ✧ BBQ/Picnic Area Pet Policy Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Equal Housing Opportunity 8Z90GUZJUrZd","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, w/d in unit, furnished, off-street parking, air conditioning, EV charging, 2BR / 2Ba, 837ft2",TRUE,TRUE,in-unit,2026-03-06T13:11:44-0800,https://sacramento.craigslist.org/apa/d/davis-pet-lovers-paradise-spacious-br/7919555046.html
cl_7919554027,Effortless Commute! 1 BR/1 BA near Public Transportation,"920 Cranbrook Ct., Davis, CA 95616",1850,1,1,600,38.559577,-121.741559,"This is a 1 Bedroom, 1 Bath, Approximately 600 Sq. Ft. Interested in more information? Visit link below: https://firstpointmanagementgroup.com/yxuu9z Call Now - show contact info x 29 The Epicenter of Luxury & Convenience Community Info: Discover the Perfect Blend of Comfort and Style Renovated and pet-friendly, these inviting apartments in Davis, California are designed to make a great first impression. Choose from thoughtfully designed one- and two-bedroom layouts, offering 600 and 800 square feet of well-appointed living space. Each apartment features desirable amenities including air conditioning, spacious closets, stainless steel appliances, and more. Enjoy a relaxed and balanced lifestyle with a range of convenient amenities. Host a barbecue by the sparkling swimming pool, stay connected with wireless internet while you work out in the fitness center, and simplify your daily routine with on-site laundry facilities. Everything you need to feel at home is right here. Features: ‣ Large Closets ‣ Ceiling Fan ‣ Harwood Inspired Flooring ‣ Microwave ‣ Air Conditioner ‣ Kitchen Pantry ‣ Refrigerator ‣ Dishwasher Community Amenities: ‣ On-Site Maintenance ‣ Near Public Transportation ‣ Available 24/7 ‣ Fitness Center ‣ On-Site Management ‣ Near Bike Path ‣ BBQ/Picnic Area ‣ Sparkling Pool ‣ Online Resident Portal ‣ Laundry Facilities Pet Policy: Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 (1st pet), $250 (2nd pet) Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Office Hours: Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Pinecrest Apartments 920 Cranbrook Ct., Davis, CA, 95616 Equal Housing Opportunity oPT1zT6wslA6","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 1BR / 1Ba, 600ft2",TRUE,TRUE,on-site,2026-03-06T13:08:50-0800,https://sacramento.craigslist.org/apa/d/davis-effortless-commute-br-ba-near/7919554027.html
cl_7919526876,Davis 2BR/1Bath Lease Takeover Remainder of Feb covered,"E 8th st near pole line, Davis, CA 95616",1450,2,1,,38.5538,-121.7418,"Looking for someone to take over our lease on well-maintained 2 bedroom / 1 bathroom apartment in Davis. This has been a great place, but after living here several years our family has outgrown the space. The apartment is across the street from Grocery Outlet and is next to bus lines.","rent period:, monthly, cats are OK - purrr, apartment, laundry on site, carport, wheelchair accessible, air conditioning, 2BR / 1Ba",TRUE,FALSE,on-site,2026-03-06T11:31:27-0800,https://sacramento.craigslist.org/apa/d/davis-davis-2br-1bath-lease-takeover/7919526876.html
cl_7919528008,🤩💰NEW LEASING SPECIAL💰🤩! Call To Schedule A Tour Today!,"1880 Cowell Blvd., Davis, CA, CA 95618",2499,2,2,1080,38.539724,-121.729481,"Come Home to Tanglewood Apartment Homes! We are currently offering virtual and in-person tours through our beautiful apartment homes! #B106 is a gorgeous first floor home ready for a Fall 2026 move in. Apply directly through out website today! 2 bedrooms / 2 bathrooms / 1080sqft Tanglewood Apartment Homes 1880 Cowell BLVD / Davis, CA 95618 Property Website: www.TanglewoodDavisLiving.com Call Us Today show contact info Our stunning complex offers 1080sqft of comfortable living space, perfectly located just minutes from Downtown Davis and the university campus. Enjoy easy access to everything you need, including shopping, dining, and public transport. Residents of Tanglewood enjoy incredible community amenities, including: 24hr Fitness Studio 2 - 24hr Study Lounges Free Wi-Fi in all amenities Coffee Bar 2 - Pools & Spa Hot Tubs Fire Pit & BBQ Grills Pet-Friendly Community And So Much More! Each apartment is fully equipped with central heating and air, washer and dryer, refrigerator, stove, microwave, and a cozy wood-burning fireplace for chilly nights. All units come with a detached storage unit, perfect for bike parking or extra storage! We also provide onsite maintenance (with a quick 24-72 hour response time) and free pest control services every Monday. Tanglewood is conveniently located just 3 minutes from Downtown and only two stoplights away from the nearest grocery store, boba, and a pet store!! Don't miss out on this amazing location and all the fantastic features we offer! Contact us today for more information or to schedule a tour. Office Hours are: Monday - Friday 8:00am - 5:00pm Saturday 10:00am - 4:00pm *** PRICING AND AVAILABILITY ARE SUBJECT TO CHANGE, SO DON'T HESITATE! CALL NOW TO SCHEDULE YOUR APPOINTMENT TODAY! ***","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, w/d in unit, carport, air conditioning, 2BR / 2Ba, 1080ft2",TRUE,TRUE,in-unit,2026-03-06T11:35:15-0800,https://sacramento.craigslist.org/apa/d/davis-new-leasing-special-call-to/7919528008.html
cl_7919532646,"Ideal Location: 3 BR/2.5 BA near Shopping, Dining, & Parks!","2400 Pole Line, Davis, CA 95618",2945,3,2.5,1331,38.564706,-121.731072,"Silverstone Apartments 2400 Pole Line, Davis, CA, 95618 Use the link below for more details: https://firstpointmanagementgroup.com/d7t1rw Call Now - show contact info x 244 Relax, Recharge, Repeat - Your Comfort Zone Awaits 3 Bedroom, 2.5 Bath | Approximately 1331 Sq. Ft. Community Info: Take each day at your own pace. Whether it's a morning swim in the pool, a calming soak in the spa, or a late-night workout in the 24-hour fitness center, you've got options. Fire up the grill at the outdoor BBQ stations and treat yourself to a well-earned meal. With Wi-Fi throughout the community and a dependable maintenance team, life runs smoother here. Step inside and feel right at home with open-concept living that just makes sense. Do laundry on your terms with in-home washer and dryer, keep everything organized with generous closet space, and cook like a pro with modern stainless steel appliances. With air conditioning, hardwood-style flooring, and your own private patio or balcony, every detail is designed for your comfort. Love where you live-everything you need is just around the corner. Unit Highlights ✧ Custom Cabinetry ✧ Spacious Closets ✧ Stainless Steel Appliances + Microwave ✧ Central Heat & A/C ✧ Open-Concept Layouts ✧ In-Unit Washer & Dryer ✧ Private Patio or Balcony ✧ Quartz Countertops ✧ Ceiling Fans ✧ Two-Tone Paint ✧ Wood-Style Flooring Community Highlights ✧ Quartz Countertops ✧ Custom Cabinetry ✧ Private Patio or Balcony ✧ Central Heat & A/C ✧ Two-Tone Paint ✧ Stainless Steel Appliances + Microwave ✧ Wood-Style Flooring ✧ Spacious Closets ✧ In-Unit Washer & Dryer ✧ Open-Concept Layouts ✧ Ceiling Fans Office Hours Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-4:00PM Pet Policy Dogs & Cats Allowed. Contact leasing for more details. Equal Housing Opportunity QsRwgAM9G","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, w/d in unit, carport, air conditioning, 3BR / 2.5Ba, 1331ft2",TRUE,FALSE,in-unit,2026-03-06T11:49:03-0800,https://sacramento.craigslist.org/apa/d/davis-ideal-location-br-25-ba-near/7919532646.html
cl_7919527862,FALL MOVE INS AVAILABLE AT UNIVERSITY COURT,,2275,2,,768,38.5538,-121.7418,"University Court offers an unparalleled living experience that combines all the comforts of home with an array of awesome amenities. From our community free WIFI, BBQ area, fire pit, outdoor ping pong, and foosball stations, sparkling pool, and fitness center, our amazing community gives you endless opportunities to unwind and recharge in your off time. Plus, our fully furnished apartments near UC Davis offer plenty of private space to work in peace. If you want to get away for a day or a weekend, we are located a couple hours from San Francisco, Napa Valley, Lake Tahoe, and Santa Cruz. A balanced lifestyle is what University Court is all about. Whether you're working on your backstroke in the sparkling swimming pool, working on your abs in the fitness center, or working on your next business proposal in the onsite business center, everything you need is always within reach at our community! Give us a call to schedule a virtual or self-guided tour and let us show you how awesome apartment living can be!","application fee details:, $60, rent period:, monthly, apartment, laundry on site, off-street parking, no smoking, air conditioning, 2BR / 1Ba, 768ft2",FALSE,TRUE,on-site,2026-03-06T11:34:46-0800,https://sacramento.craigslist.org/apa/d/davis-fall-move-ins-available-at/7919527862.html
cl_7919531554,Exclusive 1 BR Oasis with Fitness Center & Flexible Space,"3000 Lillard Drive, Davis, CA 95618",1735,1,1,675,38.543282,-121.714159,"This is a 1 Bedroom, 1 Bath, Approximately 675 Sq. Ft. Use the link below for more details: https://firstpointmanagementgroup.com/puloz4 Call Now - show contact info x 232 The Ultimate Davis Location For Living Community Info: Discover spacious floor plans, top-tier amenities, and a connected address that offers the best of both nature and city living. Tree-lined streets lead to a resort-style community with a pool, game lounge, running path, and more-everything you've been looking for, and then some. Features: ‣ Cable Ready ‣ Vaulted Ceilings [ 1 ] ‣ Central Heat and Air ‣ Refrigerator ‣ Dishwasher ‣ Washer/Dryer in Select Homes ‣ Wood Inspired Flooring ‣ Granite Countertops [ 1 ] ‣ Private Patio or Balcony ‣ Built-in Dining Table 1. Only available in select apartments Community Amenities: ‣ High Speed Wireless Internet ‣ 24-Hour Fitness Center ‣ Concierge ‣ 1/2 Mile Running Path ‣ Courtyard ‣ Car Washing Area ‣ Pool ‣ Pet-Friendly Community ‣ Online Resident Portal ‣ Study Lounge ‣ Business Center ‣ On-Site Maintenance ‣ On-Site Management ‣ BBQ/Picnic Area ‣ Near Public Transportation Pet Policy: Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Renaissance Park Apartments 3000 Lillard Drive, Davis, CA, 95618 Equal Housing Opportunity Jj8W0K2mmi","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, w/d in unit, furnished, off-street parking, air conditioning, EV charging, 1BR / 1Ba, 675ft2",TRUE,TRUE,in-unit,2026-03-06T11:45:36-0800,https://sacramento.craigslist.org/apa/d/davis-exclusive-br-oasis-with-fitness/7919531554.html
cl_7917604571,"Courtyard, On-Site Maintenance, Close to Campus","911 Pennsylvania Pl, Davis, CA 95616",1820,1,1,630,38.551517,-121.739332,"Bedrooms: 1 Bathrooms: 1 Square Feet: 630 Address: 911 Pennsylvania Pl Modern designs and classic charm are waiting for you at Pennsylvania Place. Our Davis apartments come in one- and two-bedroom layouts that are spacious and adaptable. A variety of interior features adorn them including a fully equipped kitchen, updated apartment finishes, ample storage, and more. Escape to Davis Food Co-op or spend time exploring Central Park knowing unparalleled rest and relaxation is waiting for you at home. Amenities Include: Stove and Refrigerators in all homes Free WIFI Within Walking Distance of Davis Food Co-op Swimming Pool Courtyard 2 Blocks from downtown Davis On-Site Maintenance BBQ/Picnic Area Public Transportation Off Street Parking Close to Campus Hot Water Call: show contact info For more information, visit us at: https://livewithismrem.com/z7wy4l3b/pennsylvania-place Pricing and availability are subject to change.","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, no smoking, air conditioning, 1BR / 1Ba, 630ft2",TRUE,TRUE,on-site,2026-02-25T16:02:11-0800,https://sacramento.craigslist.org/apa/d/davis-courtyard-on-site-maintenance/7917604571.html
cl_7919528263,Explore this Inviting 2 BR with Large Closets,"920 Cranbrook Ct., Davis, CA 95616",2125,2,2,800,38.559577,-121.741559,"Beds: 2 Baths: 1 Square Feet: 800 Use the link below for more details: https://firstpointmanagementgroup.com/0owsbm The Epicenter of Luxury & Convenience Call Now - show contact info x 28 Community Info Discover the Perfect Blend of Comfort and Style Renovated and pet-friendly, these inviting apartments in Davis, California are designed to make a great first impression. Choose from thoughtfully designed one- and two-bedroom layouts, offering 600 and 800 square feet of well-appointed living space. Each apartment features desirable amenities including air conditioning, spacious closets, stainless steel appliances, and more. Enjoy a relaxed and balanced lifestyle with a range of convenient amenities. Host a barbecue by the sparkling swimming pool, stay connected with wireless internet while you work out in the fitness center, and simplify your daily routine with on-site laundry facilities. Everything you need to feel at home is right here. Residence Features ✩ Large Closets ✩ Harwood Inspired Flooring ✩ Dishwasher ✩ Refrigerator ✩ Ceiling Fan ✩ Air Conditioner ✩ Microwave ✩ Kitchen Pantry Community Features ✩ Sparkling Pool ✩ Near Public Transportation ✩ BBQ/Picnic Area ✩ Available 24/7 ✩ Online Resident Portal ✩ Fitness Center ✩ On-Site Maintenance ✩ Laundry Facilities ✩ Near Bike Path ✩ On-Site Management Pet Policy Dogs & Cats Allowed Max 2 Allowed Rent $30 | Deposit $500 (1st pet), $250 (2nd pet) Comments: Breed restrictions apply. A deposit and rent charge is required for each pet. Office Hours Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Equal Housing Opportunity 9hye6WOrG","rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 2BR / 1Ba, 800ft2",TRUE,TRUE,on-site,2026-03-06T11:35:59-0800,https://sacramento.craigslist.org/apa/d/davis-explore-this-inviting-br-with/7919528263.html
